Case_no.,core_inner_diameter,window_h,window_w,mu_rel,no_of_turns,n_air_gaps,air_gap_h,air_gap_position,mult_air_gap_type,inductance,core_h_middle,r_inner,r_outer,center_leg_area,outer_leg_area,core_h,total_flux_max,b_max_center,b_max_middle,b_max_outer,litz_conductor_r,litz_strand_r,litz_strand_n,litz_fill_factor,solid_conductor_r,conductor_radius,total_hyst_loss,DC_loss,total_loss,normalized_total_loss,total_volume,normalized_total_volume
0.0,0.0149,0.0295,0.01105,3000.0,19.0,2.0,0.0004,0.0,2.0,0.00010976536532278335,0.003724999999999999,0.018500000000000003,0.019943733351606967,0.0001743662462558675,0.0001743662462558674,0.03695,4.6216995925382466e-05,0.265057010274586,0.2650570102745861,0.2650570102745861,nan,nan,nan,nan,0.0013,0.0013,10.751968724203461,0.10563520114371949,10.857603925347181,0.5237595371087681,4.61718454654407e-05,1.0
1.0,0.0149,0.0295,0.01105,3000.0,19.0,2.0,0.0004,0.0,2.0,0.00010976536532278335,0.003724999999999999,0.018500000000000003,0.019943733351606967,0.0001743662462558675,0.0001743662462558674,0.03695,4.6216995925382466e-05,0.265057010274586,0.2650570102745861,0.2650570102745861,0.00075,5e-05,105.0,nan,nan,0.00075,10.751968724203461,0.29742580164056676,11.049394525844027,0.5330113164910988,4.61718454654407e-05,1.0
2.0,0.0149,0.0295,0.01105,3000.0,20.0,2.0,0.0004,0.0,2.0,0.00012162367348784859,0.003724999999999999,0.018500000000000003,0.019943733351606967,0.0001743662462558675,0.0001743662462558674,0.03695,4.864946939513944e-05,0.27900737923640634,0.2790073792364064,0.27900737923640645,nan,nan,nan,nan,0.0013,0.0013,11.945783955900225,0.11119494857233629,12.056978904472562,0.5816161404814556,4.61718454654407e-05,1.0
3.0,0.0149,0.0295,0.01105,3000.0,20.0,2.0,0.0004,0.0,2.0,0.00012162367348784859,0.003724999999999999,0.018500000000000003,0.019943733351606967,0.0001743662462558675,0.0001743662462558674,0.03695,4.864946939513944e-05,0.27900737923640634,0.2790073792364064,0.27900737923640645,0.00075,5e-05,105.0,nan,nan,0.00075,11.945783955900225,0.3130797912005966,12.258863747100822,0.5913548556207513,4.61718454654407e-05,1.0
4.0,0.0149,0.0295,0.01105,3000.0,17.0,2.0,0.00030000000000000003,0.0,2.0,0.00011279950290913114,0.003724999999999999,0.018500000000000003,0.019943733351606967,0.0001743662462558675,0.0001743662462558674,0.03695,5.308211901606171e-05,0.3044288682923658,0.30442886829236593,0.304428868292366,nan,nan,nan,nan,0.0013,0.0013,14.254451609589513,0.09451570628648587,14.348967315876,0.6921792810849603,4.61718454654407e-05,1.0
