0	0
023	014
025	029
027	044
029	059
031	074
032	089
033	105
035	120
036	135
037	150
039	165
040	181
041	196
045	226
047	241
048	256
050	271
052	286
054	301
056	315
059	330
062	344
065	358
068	372
072	386
077	400
090	426
099	439
111	451
126	463
147	474
176	484
215	492
267	500
333	505
410	509
496	512
584	514
672	515
838	517
913	517
980	518
1.040	518
1.092	518
1.135	519
1.169	519
1.192	519
1.208	519
1.218	519
1.223	519
1.224	519
